Model,Dataset,Accuracy,Precision,Recall,F1 Score,ROC-AUC,False Positive Rate,False Negative Rate,TP,TN,FP,FN
XGBoost,balanced,0.991386904179309,0.989015722593151,0.9920069129401599,0.9905090595340811,0.9995620456636933,0.00912670007158196,0.007993087059840137,4592,5537,51,37
