Model,Dataset,Accuracy,Precision,Recall,F1 Score,ROC-AUC,False Positive Rate,False Negative Rate,TP,TN,FP,FN
XGBoost,real_world,0.9953881443921284,0.9969658311209185,0.9964504790130264,0.9967080884507333,0.9997919155446781,0.00709849157054126,0.0035495209869736027,28915,12309,88,103
