Model,Dataset,Accuracy,Precision,Recall,F1 Score,ROC-AUC,False Positive Rate,False Negative Rate,TP,TN,FP,FN
AdaBoost,real_world,0.9863575999034166,0.988664857623742,0.9919015783306913,0.990280573188144,0.9985810058130772,0.026619343389529725,0.008098421669308705,28783,12067,330,235
