Model,Dataset,Accuracy,Precision,Recall,F1 Score,ROC-AUC,False Positive Rate,False Negative Rate,TP,TN,FP,FN
Naive Bayes,real_world,0.7006640106241699,0.7006640106241699,1.0,0.8239887552709667,0.8346403269133817,1.0,0.0,29018,0,12397,0
