Model,Dataset,Accuracy,Precision,Recall,F1 Score,ROC-AUC,False Positive Rate,False Negative Rate,TP,TN,FP,FN
KNN,balanced,0.9872761084467064,0.9851196894543887,0.9868222078202635,0.9859702136844377,0.995043927262583,0.012347888332140301,0.013177792179736443,4568,5519,69,61
