Model,Dataset,Accuracy,Precision,Recall,F1 Score,ROC-AUC,False Positive Rate,False Negative Rate,TP,TN,FP,FN
Gradient Boosting,balanced,0.9876676128021924,0.9832582099162911,0.9896305897602073,0.9864341085271318,0.9992214359907421,0.01395848246241947,0.010369410239792612,4581,5510,78,48
