Model,Dataset,Accuracy,Precision,Recall,F1 Score,ROC-AUC,False Positive Rate,False Negative Rate,TP,TN,FP,FN
SVM,real_world,0.9885548714233974,0.9911894273127754,0.9924874216003859,0.9918379997933671,0.998130413061133,0.02065015729612003,0.007512578399614033,28800,12141,256,218
