Model,Dataset,Accuracy,Precision,Recall,F1 Score,ROC-AUC,False Positive Rate,False Negative Rate,TP,TN,FP,FN
SVM,balanced,0.9747479690711559,0.978541712283775,0.9654352992006913,0.9719443236189648,0.9950123231075818,0.017537580529706515,0.034564700799308706,4469,5490,98,160
