Model,Dataset,Accuracy,Precision,Recall,F1 Score,ROC-AUC,False Positive Rate,False Negative Rate,TP,TN,FP,FN
Logistic Regression,real_world,0.9795726186164433,0.9827609843032422,0.9881797504996899,0.9854629184136366,0.9960339542860394,0.04057433249979834,0.011820249500310152,28675,11894,503,343
