Model,Dataset,Accuracy,Precision,Recall,F1 Score,ROC-AUC,False Positive Rate,False Negative Rate,TP,TN,FP,FN
Logistic Regression,balanced,0.9471469120093962,0.9516235917826376,0.9306545690213869,0.9410222804718218,0.9836602266097165,0.03919112383679313,0.06934543097861309,4308,5369,219,321
