Model,Dataset,Accuracy,Precision,Recall,F1 Score,ROC-AUC,False Positive Rate,False Negative Rate,TP,TN,FP,FN
Naive Bayes,balanced,0.5609278653225017,0.9281437125748503,0.03348455389933031,0.0646371976647206,0.8693676756645918,0.0021474588403722263,0.9665154461006696,155,5576,12,4474
