Model,Dataset,Accuracy,Precision,Recall,F1 Score,ROC-AUC,False Positive Rate,False Negative Rate,TP,TN,FP,FN
KNN,real_world,0.990245080284921,0.9942651834450356,0.9917981942242746,0.9930301566489546,0.9967052977211804,0.013390336371702831,0.008201805775725412,28780,12231,166,238
