Model,Dataset,Accuracy,Precision,Recall,F1 Score,ROC-AUC,False Positive Rate,False Negative Rate,TP,TN,FP,FN
Random Forest,balanced,0.990603895468337,0.9881542106396726,0.9911427954201771,0.9896462467644521,0.9993739864441177,0.00984251968503937,0.008857204579822855,4588,5533,55,41
