Model,Dataset,Accuracy,Precision,Recall,F1 Score,ROC-AUC,False Positive Rate,False Negative Rate,TP,TN,FP,FN
MLP,real_world,0.9910901847156828,0.9942721093129981,0.9930043421324695,0.9936378213417473,0.9987415498691643,0.013390336371702831,0.006995657867530499,28815,12231,166,203
