Model,Dataset,Accuracy,Precision,Recall,F1 Score,ROC-AUC,False Positive Rate,False Negative Rate,TP,TN,FP,FN
Gradient Boosting,real_world,0.9911626222383194,0.9931497418244406,0.99424495140947,0.993697044843976,0.9992229666017493,0.016052270710655805,0.005755048590530016,28851,12198,199,167
