Model,Dataset,Accuracy,Precision,Recall,F1 Score,ROC-AUC,False Positive Rate,False Negative Rate,TP,TN,FP,FN
Decision Tree,balanced,0.9902123911128511,0.9896216216216216,0.9887664722402246,0.9891938621136805,0.9977675095523799,0.008589835361488905,0.01123352775977533,4577,5540,48,52
