Model,Dataset,Accuracy,Precision,Recall,F1 Score,ROC-AUC,False Positive Rate,False Negative Rate,TP,TN,FP,FN
Random Forest,real_world,0.9948327900519136,0.9963810574205556,0.996243710800193,0.9963123793768955,0.9996432996755349,0.00846979107848673,0.0037562891998070163,28909,12292,105,109
